date,value
2021-04-03,1821983.7558069937
2021-04-04,1821983.755806994
2021-04-05,1830431.0410069963
2021-04-06,1834564.654506996
2021-04-07,1815925.6046069965
2021-04-08,1836883.0711069957
2021-04-09,1826687.171706994
2021-04-10,1826687.1717069938
2021-04-11,1826687.1717069938
2021-04-12,1792416.2028069953
2021-04-13,1801004.909706995
2021-04-14,1800499.1068069946
2021-04-15,1799693.329706995
2021-04-16,1802648.840506993
2021-04-17,1802648.8405069928
2021-04-18,1802648.8405069925
2021-04-19,1784685.937006992
2021-04-20,1751797.4846069901
2021-04-21,1799706.7645069913
2021-04-22,1789939.390106993
2021-04-23,1820957.3320069925
2021-04-24,1820957.332006992
2021-04-25,1820957.3320069916
2021-04-26,1855324.8390069902
2021-04-27,1854580.6628069917
2021-04-28,1872290.1851069895
2021-04-29,1860161.792006989
2021-04-30,1837995.1558069887
2021-05-01,1837995.1558069882
2021-05-02,1837995.1558069878
2021-05-03,1838364.0772069888
2021-05-04,1804794.0434069897
2021-05-05,1806712.1872069885
2021-05-06,1800584.685506989
2021-05-07,1826994.0975069897
2021-05-08,1826994.0975069897
2021-05-09,1826994.0975069897
2021-05-10,1783291.4229069897
2021-05-11,1793289.755906991
2021-05-12,1735635.4654069904
2021-05-13,1728204.3024069902
2021-05-14,1786352.7177069893
2021-05-15,1786352.7177069888
2021-05-16,1786352.7177069883
2021-05-17,1803671.2755069886
2021-05-18,1811426.9227069889
2021-05-19,1794346.7926069882
2021-05-20,1817718.8130069885
2021-05-21,1816166.496206989
2021-05-22,1816166.496206989
2021-05-23,1816166.496206989
2021-05-24,1828477.7733069896
2021-05-25,1819678.2537069898
2021-05-26,1854740.0473069886
2021-05-27,1885496.2666069914
2021-05-28,1884685.854906988
2021-05-29,1884685.8549069879
2021-05-30,1884685.8549069876
2021-05-31,1884685.8549069874
2021-06-01,1916364.7045069877
2021-06-02,1942444.50950699
2021-06-03,1926680.6658069887
2021-06-04,1943086.8172069897
2021-06-05,1943086.8172069897
2021-06-06,1943086.8172069897
2021-06-07,1971968.4221069897
2021-06-08,1977193.649806989
2021-06-09,1969287.2942069883
2021-06-10,1967462.1211069876
2021-06-11,1981091.877706989
2021-06-12,1981091.8777069892
2021-06-13,1981091.8777069894
2021-06-14,1981896.2028069883
2021-06-15,1958738.8467069892
2021-06-16,1955971.2079069878
2021-06-17,1947332.6715069865
2021-06-18,1919918.459906988
2021-06-19,1919918.459906988
2021-06-20,1919918.459906988
2021-06-21,1940662.6725069867
2021-06-22,1950058.223306987
2021-06-23,1961436.8107069873
2021-06-24,1987739.5687069881
2021-06-25,1985453.457706988
2021-06-26,1985453.4577069879
2021-06-27,1985453.4577069876
2021-06-28,1990991.5698069881
2021-06-29,1984032.6673069862
2021-06-30,1982593.754706987
2021-07-01,1983798.8263069864
2021-07-02,1973948.9280069869
2021-07-03,1973948.9280069866
2021-07-04,1973948.9280069864
2021-07-05,1973948.9280069862
2021-07-06,1950987.7156069858
2021-07-07,1926096.913906986
2021-07-08,1906603.9048069874
2021-07-09,1934555.473406985
2021-07-10,1934555.4734069854
2021-07-11,1934555.4734069854
2021-07-12,1931248.9219069865
2021-07-13,1908977.9504069865
2021-07-14,1883389.6882069865
2021-07-15,1867653.6761069843
2021-07-16,1836610.8382069855
2021-07-17,1836610.8382069855
2021-07-18,1836610.8382069855
2021-07-19,1810443.4318069858
2021-07-20,1842336.9666069862
2021-07-21,1887368.3437069892
2021-07-22,1865505.0462069898
2021-07-23,1858031.2365069897
2021-07-24,1858031.2365069897
2021-07-25,1858031.2365069897
2021-07-26,1871590.982706988
2021-07-27,1845742.4584069895
2021-07-28,1885425.99450699
2021-07-29,1887213.8615069878
2021-07-30,1862623.8888069873
2021-07-31,1862623.8888069876
2021-08-01,1862623.8888069878
2021-08-02,1865387.0186069894
2021-08-03,1872689.359006988
2021-08-04,1856687.1224069893
2021-08-05,1885496.826506991
2021-08-06,1886714.2711069905
2021-08-07,1886714.2711069905
2021-08-08,1886714.2711069905
2021-08-09,1893881.4437069916
2021-08-10,1893569.3813069914
2021-08-11,1895733.8541069909
2021-08-12,1890153.9566069918
2021-08-13,1870698.1852069933
2021-08-14,1870698.1852069933
2021-08-15,1870698.1852069933
2021-08-16,1843715.6177069924
2021-08-17,1820150.349406994
2021-08-18,1809677.3787069938
2021-08-19,1784505.4489069954
2021-08-20,1806862.6949069952
2021-08-21,1806862.6949069954
2021-08-22,1806862.6949069956
2021-08-23,1852418.8447069933
2021-08-24,1887446.250906994
2021-08-25,1893133.2136069958
2021-08-26,1873117.0661069937
2021-08-27,1908025.750806992
2021-08-28,1908025.7508069922
2021-08-29,1908025.7508069924
2021-08-30,1899839.2722069935
2021-08-31,1914532.8998069935
2021-09-01,1918140.996306992
2021-09-02,1931786.3575069916
2021-09-03,1927408.3236069933
2021-09-04,1927408.3236069933
2021-09-05,1927408.3236069933
2021-09-06,1927408.3236069933
2021-09-07,1916359.7110069934
2021-09-08,1884006.7060069905
2021-09-09,1894714.1425069899
2021-09-10,1888228.220506988
2021-09-11,1888228.2205069882
2021-09-12,1888228.2205069885
2021-09-13,1897644.772606989
2021-09-14,1869020.629906989
2021-09-15,1886169.8607069883
2021-09-16,1876766.4763069884
2021-09-17,1868483.5951069891
2021-09-18,1868483.595106989
2021-09-19,1868483.5951069887
2021-09-20,1808322.7029069876
2021-09-21,1815137.9559069856
2021-09-22,1843366.3437069862
2021-09-23,1876632.3989069867
2021-09-24,1860546.619306987
2021-09-25,1860546.6193069872
2021-09-26,1860546.6193069872
2021-09-27,1881647.137406987
2021-09-28,1833671.236206987
2021-09-29,1812636.7719069875
2021-09-30,1818323.5761069853
2021-10-01,1835534.6178069836
2021-10-02,1835534.6178069832
2021-10-03,1835534.6178069827
2021-10-04,1800699.3450069847
2021-10-05,1816796.9748069844
2021-10-06,1809362.4276069836
2021-10-07,1838075.689006981
2021-10-08,1833058.206806983
2021-10-09,1833058.206806983
2021-10-10,1833058.206806983
2021-10-11,1829978.4851069825
2021-10-12,1842033.7139069834
2021-10-13,1859579.8512069865
2021-10-14,1874215.814706986
2021-10-15,1876797.160806987
2021-10-16,1876797.160806987
2021-10-17,1876797.160806987
2021-10-18,1878535.9798069864
2021-10-19,1899142.443206986
2021-10-20,1912896.6079069856
2021-10-21,1907384.561006986
2021-10-22,1889107.2253069866
2021-10-23,1889107.2253069866
2021-10-24,1889107.225306987
2021-10-25,1916905.3951069857
2021-10-26,1911814.5241069868
2021-10-27,1878918.3247069898
2021-10-28,1905777.4124069884
2021-10-29,1893870.6150069872
2021-10-30,1893870.6150069872
2021-10-31,1893870.6150069872
2021-11-01,1933664.2987069855
2021-11-02,1937791.374306987
2021-11-03,1953355.2262069862
2021-11-04,1946507.8458069859
2021-11-05,1952248.2328069862
2021-11-06,1952248.2328069862
2021-11-07,1952248.2328069862
2021-11-08,1982860.2917069853
2021-11-09,1970958.6664069865
2021-11-10,1928542.8043069867
2021-11-11,1952778.7850069867
2021-11-12,1965772.267806986
2021-11-13,1965772.267806986
2021-11-14,1965772.267806986
2021-11-15,1954247.8478069876
2021-11-16,1944453.0302069876
2021-11-17,1915544.9923069868
2021-11-18,1889785.5381069877
2021-11-19,1875802.4702069883
2021-11-20,1875802.4702069883
2021-11-21,1875802.4702069883
2021-11-22,1849937.671906988
2021-11-23,1853511.87630699
2021-11-24,1867958.37750699
2021-11-25,1867958.37750699
2021-11-26,1818446.8644069906
2021-11-27,1818446.8644069904
2021-11-28,1818446.8644069901
2021-11-29,1833003.848006991
2021-11-30,1801352.5574069908
2021-12-01,1748640.798606991
2021-12-02,1778271.0654069907
2021-12-03,1739012.0512069901
2021-12-04,1739012.0512069901
2021-12-05,1739012.0512069901
2021-12-06,1761453.9318069885
2021-12-07,1821681.770106988
2021-12-08,1836760.4772069878
2021-12-09,1798766.315706989
2021-12-10,1794363.6295069887
2021-12-11,1794363.6295069887
2021-12-12,1794363.6295069887
2021-12-13,1761875.1376069898
2021-12-14,1739840.7830069899
2021-12-15,1760922.603406992
2021-12-16,1744841.82570699
2021-12-17,1753058.1109069902
2021-12-18,1753058.1109069902
2021-12-19,1753058.1109069902
2021-12-20,1719871.31970699
2021-12-21,1770809.81320699
2021-12-22,1778840.33220699
2021-12-23,1794484.7831069895
2021-12-24,1794484.7831069897
2021-12-25,1794484.78310699
2021-12-26,1794484.7831069902
2021-12-27,1801340.5889069876
2021-12-28,1777348.1707069864
2021-12-29,1761743.961606987
2021-12-30,1781357.6166069862
2021-12-31,1770471.6728069868
2022-01-01,1770471.6728069866
2022-01-02,1770471.6728069866
2022-01-03,1803973.7845069878
2022-01-04,1798048.1849069875
2022-01-05,1747015.4073069878
2022-01-06,1745834.1037069852
2022-01-07,1745392.5270069866
2022-01-08,1745392.5270069866
2022-01-09,1745392.5270069866
2022-01-10,1743431.7626069882
2022-01-11,1779052.7120069885
2022-01-12,1780771.905306988
2022-01-13,1746069.5822069878
2022-01-14,1755443.631906987
2022-01-15,1755443.6319069867
2022-01-16,1755443.6319069865
2022-01-17,1755443.6319069862
2022-01-18,1704103.6008069864
2022-01-19,1691085.5015069856
2022-01-20,1666992.5804069862
2022-01-21,1612072.0328069848
2022-01-22,1612072.0328069846
2022-01-23,1612072.0328069844
2022-01-24,1609689.1610069831
2022-01-25,1604727.2302069848
2022-01-26,1586440.1311069836
2022-01-27,1556171.558706983
2022-01-28,1589687.6533069843
2022-01-29,1589687.653306984
2022-01-30,1589687.6533069839
2022-01-31,1655623.1189069822
2022-02-01,1688051.2427069824
2022-02-02,1665000.7577069819
2022-02-03,1623969.9834069829
2022-02-04,1650877.0742069825
2022-02-05,1650877.0742069827
2022-02-06,1650877.074206983
2022-02-07,1662251.378206984
2022-02-08,1682744.2962069833
2022-02-09,1729094.3749069825
2022-02-10,1704812.91390698
2022-02-11,1675974.279906982
2022-02-12,1675974.2799069823
2022-02-13,1675974.2799069826
2022-02-14,1659048.8532069835
2022-02-15,1710197.2698069809
2022-02-16,1707585.9137069823
2022-02-17,1659356.0213069825
2022-02-18,1632599.8208069815
2022-02-19,1632599.8208069815
2022-02-20,1632599.8208069815
2022-02-21,1632599.8208069815
2022-02-22,1606387.0825069824
2022-02-23,1574897.3863069813
2022-02-24,1618541.7038069828
2022-02-25,1650888.799406983
2022-02-26,1650888.7994069827
2022-02-27,1650888.7994069827
2022-02-28,1673831.7282069833
2022-03-01,1662343.9778069835
2022-03-02,1694049.4485069835
2022-03-03,1665327.4756069835
2022-03-04,1632783.5732069842
2022-03-05,1632783.5732069842
2022-03-06,1632783.5732069842
2022-03-07,1594080.0195069818
2022-03-08,1613063.8627069823
2022-03-09,1663874.9996069837
2022-03-10,1646544.642406983
2022-03-11,1604648.4759069816
2022-03-12,1604648.4759069819
2022-03-13,1604648.475906982
2022-03-14,1550588.2028069817
2022-03-15,1584212.3300069803
2022-03-16,1663336.9899069804
2022-03-17,1707015.6998069792
2022-03-18,1744282.506006979
2022-03-19,1744282.506006979
2022-03-20,1744282.506006979
2022-03-21,1738081.135806977
2022-03-22,1773166.6107069764
2022-03-23,1764708.1090069767
2022-03-24,1790290.8950069766
2022-03-25,1780016.1520069747
2022-03-26,1780016.1520069751
2022-03-27,1780016.1520069756
2022-03-28,1780311.4524069803
2022-03-29,1822677.4160069784
2022-03-30,1794771.6266069787
2022-03-31,1766507.2303069795
2022-04-01,1775860.89440698
2022-04-02,1775860.8944069801
2022-04-03,1775860.8944069804
2022-04-04,1807439.0215069798
2022-04-05,1754228.76600698
2022-04-06,1724613.2930069808
2022-04-07,1717191.1755069809
2022-04-08,1702850.4019069802
2022-04-09,1702850.4019069802
2022-04-10,1702850.4019069802
2022-04-11,1690016.57270698
2022-04-12,1683674.0045069794
2022-04-13,1723130.6147069796
2022-04-14,1695094.8765069803
2022-04-15,1695094.8765069803
2022-04-16,1695094.8765069803
2022-04-17,1695094.8765069803
2022-04-18,1675435.1127069804
2022-04-19,1700674.9726069812
2022-04-20,1685161.5745069792
2022-04-21,1630966.2867069785
2022-04-22,1589423.796506978
2022-04-23,1589423.7965069783
2022-04-24,1589423.7965069786
2022-04-25,1599931.0828069784
2022-04-26,1541912.630406981
2022-04-27,1546325.8540069817
2022-04-28,1573028.3307069803
